study_accession	sample_accession	experiment_accession	run_accession	library_strategy	read_count	experiment_title	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sra_aspera	sample_alias	sample_title
PRJEB6070	SAMEA2467032	ERX446588	ERR480756	WGS	998286	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480756/ERR480756.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480756/ERR480756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480756/CCIS63448910ST-4-0_13s007947-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480756	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480756	CCIS63448910ST-4-0	Human stool sample
PRJEB6070	SAMEA2467032	ERX446589	ERR480757	WGS	983028	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480757/ERR480757.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480757/ERR480757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480757/CCIS63448910ST-4-0_13s007947-3-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480757	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480757	CCIS63448910ST-4-0	Human stool sample
PRJEB6070	SAMEA2467032	ERX446590	ERR480758	WGS	976782	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480758/ERR480758.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480758/ERR480758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480758/CCIS63448910ST-4-0_13s007947-4-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480758	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480758	CCIS63448910ST-4-0	Human stool sample
PRJEB6070	SAMEA2467016	ERX446591	ERR480759	WGS	1236105	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480759/ERR480759.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480759/ERR480759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480759/CCIS63468405ST-4-0_13s007958-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480759	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480759	CCIS63468405ST-4-0	Human stool sample
PRJEB6070	SAMEA2467016	ERX446592	ERR480760	WGS	1208387	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480760/ERR480760.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480760/ERR480760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480760/CCIS63468405ST-4-0_13s007958-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480760	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480760	CCIS63468405ST-4-0	Human stool sample
PRJEB6070	SAMEA2467016	ERX446593	ERR480761	WGS	1199598	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480761/ERR480761.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480761/ERR480761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480761/CCIS63468405ST-4-0_13s007958-3-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480761	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480761	CCIS63468405ST-4-0	Human stool sample
PRJEB6070	SAMEA2467016	ERX446594	ERR480762	WGS	1291275	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480762/ERR480762.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480762/ERR480762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480762/CCIS63468405ST-4-0_13s007958-4-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480762	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480762	CCIS63468405ST-4-0	Human stool sample
PRJEB6070	SAMEA2466982	ERX446595	ERR480763	WGS	1850852	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480763/ERR480763.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480763/ERR480763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480763/CCIS63910149ST-4-0_11s004163-1-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480763	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480763	CCIS63910149ST-4-0	Human stool sample
PRJEB6070	SAMEA2466982	ERX446596	ERR480764	WGS	6163061	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480764/ERR480764.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480764/ERR480764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480764/CCIS63910149ST-4-0_11s004163-1-2_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480764	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480764	CCIS63910149ST-4-0	Human stool sample
PRJEB6070	SAMEA2466982	ERX446597	ERR480765	WGS	2024006	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480765/ERR480765.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480765/ERR480765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480765/CCIS63910149ST-4-0_11s004163-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480765	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480765	CCIS63910149ST-4-0	Human stool sample
PRJEB6070	SAMEA2466913	ERX446598	ERR480766	WGS	1005902	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480766/ERR480766.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480766/ERR480766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480766/CCIS64773582ST-4-0_12s006263-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480766	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480766	CCIS64773582ST-4-0	Human stool sample
PRJEB6070	SAMEA2466913	ERX446599	ERR480767	WGS	937557	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480767/ERR480767.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480767/ERR480767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480767/CCIS64773582ST-4-0_12s006263-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480767	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480767	CCIS64773582ST-4-0	Human stool sample
PRJEB6070	SAMEA2466913	ERX446600	ERR480768	WGS	1145899	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480768/ERR480768.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480768/ERR480768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480768/CCIS64773582ST-4-0_12s006263-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480768	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480768	CCIS64773582ST-4-0	Human stool sample
PRJEB6070	SAMEA2466913	ERX446601	ERR480769	WGS	879447	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480769/ERR480769.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480769/ERR480769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480769/CCIS64773582ST-4-0_12s006263-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480769	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480769	CCIS64773582ST-4-0	Human stool sample
PRJEB6070	SAMEA2466909	ERX446602	ERR480770	WGS	349178	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480770/ERR480770.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480770/ERR480770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480770/CCIS64785924ST-20-0_12s006251-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480770	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480770	CCIS64785924ST-20-0	Human stool sample
PRJEB6070	SAMEA2466909	ERX446603	ERR480771	WGS	381273	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480771/ERR480771.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480771/ERR480771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480771/CCIS64785924ST-20-0_12s006251-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480771	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480771	CCIS64785924ST-20-0	Human stool sample
PRJEB6070	SAMEA2466990	ERX446604	ERR480772	WGS	273269	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480772/ERR480772.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480772/ERR480772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480772/CCIS65479369ST-4-0_12s006293-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480772	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480772	CCIS65479369ST-4-0	Human stool sample
PRJEB6070	SAMEA2466990	ERX446605	ERR480773	WGS	329417	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480773/ERR480773.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480773/ERR480773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480773/CCIS65479369ST-4-0_12s006293-1-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480773	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480773	CCIS65479369ST-4-0	Human stool sample
PRJEB6070	SAMEA2466990	ERX446606	ERR480774	WGS	281961	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480774/ERR480774.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480774/ERR480774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480774/CCIS65479369ST-4-0_12s006293-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480774	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480774	CCIS65479369ST-4-0	Human stool sample
PRJEB6070	SAMEA2466990	ERX446607	ERR480775	WGS	300405	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480775/ERR480775.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480775/ERR480775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480775/CCIS65479369ST-4-0_12s006293-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480775	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480775	CCIS65479369ST-4-0	Human stool sample
PRJEB6070	SAMEA2466995	ERX446608	ERR480776	WGS	1404076	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480776/ERR480776.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480776/ERR480776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480776/CCIS70398272ST-4-0_12s006284-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480776	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480776	CCIS70398272ST-4-0	Human stool sample
PRJEB6070	SAMEA2466995	ERX446609	ERR480777	WGS	1469971	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480777/ERR480777.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480777/ERR480777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480777/CCIS70398272ST-4-0_12s006284-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480777	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480777	CCIS70398272ST-4-0	Human stool sample
PRJEB6070	SAMEA2466995	ERX446610	ERR480778	WGS	1504524	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480778/ERR480778.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480778/ERR480778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480778/CCIS70398272ST-4-0_12s006284-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480778	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480778	CCIS70398272ST-4-0	Human stool sample
PRJEB6070	SAMEA2466995	ERX446611	ERR480779	WGS	1382132	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480779/ERR480779.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480779/ERR480779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480779/CCIS70398272ST-4-0_12s006284-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480779	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480779	CCIS70398272ST-4-0	Human stool sample
PRJEB6070	SAMEA2466928	ERX446612	ERR480780	WGS	2899105	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480780/ERR480780.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480780/ERR480780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480780/CCIS71301801ST-4-0_11s002729-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480780	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480780	CCIS71301801ST-4-0	Human stool sample
PRJEB6070	SAMEA2466928	ERX446613	ERR480781	WGS	2707161	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480781/ERR480781.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480781/ERR480781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480781/CCIS71301801ST-4-0_11s002729-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480781	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480781	CCIS71301801ST-4-0	Human stool sample
PRJEB6070	SAMEA2467022	ERX446614	ERR480782	WGS	1376904	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480782/ERR480782.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480782/ERR480782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480782/CCIS71578391ST-4-0_13s007957-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480782	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480782	CCIS71578391ST-4-0	Human stool sample
PRJEB6070	SAMEA2467022	ERX446615	ERR480783	WGS	1349998	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480783/ERR480783.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480783/ERR480783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480783/CCIS71578391ST-4-0_13s007957-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480783	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480783	CCIS71578391ST-4-0	Human stool sample
PRJEB6070	SAMEA2467022	ERX446616	ERR480784	WGS	1344707	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480784/ERR480784.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480784/ERR480784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480784/CCIS71578391ST-4-0_13s007957-3-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480784	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480784	CCIS71578391ST-4-0	Human stool sample
PRJEB6070	SAMEA2467022	ERX446617	ERR480785	WGS	1447410	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480785/ERR480785.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480785/ERR480785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480785/CCIS71578391ST-4-0_13s007957-4-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480785	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480785	CCIS71578391ST-4-0	Human stool sample
PRJEB6070	SAMEA2467001	ERX446618	ERR480786	WGS	708971	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480786/ERR480786.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480786/ERR480786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480786/CCIS72607085ST-4-0_12s006322-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480786	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480786	CCIS72607085ST-4-0	Human stool sample
PRJEB6070	SAMEA2467001	ERX446619	ERR480787	WGS	833000	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480787/ERR480787.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480787/ERR480787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480787/CCIS72607085ST-4-0_12s006322-1-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480787	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480787	CCIS72607085ST-4-0	Human stool sample
PRJEB6070	SAMEA2467001	ERX446620	ERR480788	WGS	757215	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480788/ERR480788.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480788/ERR480788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480788/CCIS72607085ST-4-0_12s006322-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480788	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480788	CCIS72607085ST-4-0	Human stool sample
PRJEB6070	SAMEA2467001	ERX446621	ERR480789	WGS	724200	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480789/ERR480789.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480789/ERR480789.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480789/CCIS72607085ST-4-0_12s006322-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480789	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480789	CCIS72607085ST-4-0	Human stool sample
PRJEB6070	SAMEA2467020	ERX446622	ERR480790	WGS	1057410	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480790/ERR480790.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480790/ERR480790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480790/CCIS74239020ST-4-0_13s007965-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480790	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480790	CCIS74239020ST-4-0	Human stool sample
PRJEB6070	SAMEA2467020	ERX446623	ERR480791	WGS	1033532	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480791/ERR480791.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480791/ERR480791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480791/CCIS74239020ST-4-0_13s007965-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480791	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480791	CCIS74239020ST-4-0	Human stool sample
PRJEB6070	SAMEA2467020	ERX446624	ERR480792	WGS	1030229	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480792/ERR480792.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480792/ERR480792.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480792/CCIS74239020ST-4-0_13s007965-3-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480792	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480792	CCIS74239020ST-4-0	Human stool sample
PRJEB6070	SAMEA2467020	ERX446625	ERR480793	WGS	1110496	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480793/ERR480793.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480793/ERR480793.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480793/CCIS74239020ST-4-0_13s007965-4-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480793	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480793	CCIS74239020ST-4-0	Human stool sample
PRJEB6070	SAMEA2466889	ERX446626	ERR480794	WGS	15093486	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480794/ERR480794.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480794/ERR480794.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480794/CCIS74726977ST-3-0_10s001513-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480794	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480794	CCIS74726977ST-3-0	Human stool sample
PRJEB6070	SAMEA2466977	ERX446627	ERR480795	WGS	1955056	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480795/ERR480795.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480795/ERR480795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480795/CCIS76563044ST-4-0_12s006252-1-2_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480795	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480795	CCIS76563044ST-4-0	Human stool sample
PRJEB6070	SAMEA2466977	ERX446628	ERR480796	WGS	2225651	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480796/ERR480796.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480796/ERR480796.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480796/CCIS76563044ST-4-0_12s006252-1-2_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480796	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480796	CCIS76563044ST-4-0	Human stool sample
PRJEB6070	SAMEA2466977	ERX446629	ERR480797	WGS	2011507	Illumina HiSeq 2000 sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/ERR480797/ERR480797.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR480/ERR480797/ERR480797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR480/ERR480797/CCIS76563044ST-4-0_12s006252-1-2_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR480/ERR480797	fasp.sra.ebi.ac.uk:/vol1/err/ERR480/ERR480797	CCIS76563044ST-4-0	Human stool sample
