,Sample Name,run_accession,analyte_type,submitted_subject_id
4266,700033473,SRR047465,G_DNA_Supragingival plaque,159470302.0
4280,700016329,SRR047500,G_DNA_Throat,159085930.0
4284,700016162,SRR047504,G_DNA_Palatine Tonsils,159146620.0
4288,700038041,SRR047541,G_DNA_Buccal mucosa,763597684.0
4291,700021864,SRR047544,G_DNA_Buccal mucosa,763536994.0
4294,700023078,SRR047547,G_DNA_Subgingival plaque,763698834.0
4295,700023076,SRR047548,G_DNA_Supragingival plaque,763698834.0
4297,700023098,SRR047550,G_DNA_Vaginal introitus,763698834.0
4303,700037098,SRR047571,G_DNA_Hard palate,765155402.0
4304,700037315,SRR047583,G_DNA_Attached/Keratinized gingiva,765256553.0
4305,700037311,SRR047584,G_DNA_Hard palate,765256553.0
4306,700037765,SRR047585,G_DNA_Hard palate,765377934.0
4307,700037155,SRR047586,G_DNA_Palatine Tonsils,765195863.0
4308,700037371,SRR047587,G_DNA_Palatine Tonsils,765216093.0
4309,700037149,SRR047588,G_DNA_Hard palate,765195863.0
4310,700037419,SRR047590,G_DNA_Palatine Tonsils,765276783.0
4311,700037175,SRR047591,G_DNA_Mid vagina,765195863.0
4312,700037822,SRR047592,G_DNA_Hard palate,765337473.0
4313,700037415,SRR047593,G_DNA_Buccal mucosa,765276783.0
4314,700037143,SRR047594,G_DNA_Saliva,765195863.0
4315,700038001,SRR047595,G_DNA_Supragingival plaque,765317243.0
4316,700037120,SRR047596,G_DNA_Anterior nares,765155402.0
4317,700037333,SRR047597,G_DNA_Vaginal introitus,765256553.0
4318,700037759,SRR047598,G_DNA_Saliva,765377934.0
4319,700037425,SRR047599,G_DNA_Subgingival plaque,765276783.0
4320,700105030,SRR047600,G_DNA_R_Retroauricular crease,765539774.0
4321,700037116,SRR047601,G_DNA_L_Antecubital fossa,765155402.0
4323,700037171,SRR047603,G_DNA_R_Antecubital fossa,765195863.0
4325,700038179,SRR047605,G_DNA_L_Retroauricular crease,765539774.0
4326,700038308,SRR047606,G_DNA_R_Retroauricular crease,765661155.0
4327,700037427,SRR047607,G_DNA_L_Retroauricular crease,765276783.0
4330,700037657,SRR047610,G_DNA_R_Antecubital fossa,765398164.0
4331,700037924,SRR047611,G_DNA_R_Antecubital fossa,765519544.0
4333,700023192,SRR047627,G_DNA_R_Retroauricular crease,763638144.0
4334,700024517,SRR047628,G_DNA_R_Antecubital fossa,764002286.0
4335,700106044,SRR047629,G_DNA_L_Antecubital fossa,764184357.0
4338,700023430,SRR047632,G_DNA_Anterior nares,763719065.0
4339,700023584,SRR047633,G_DNA_L_Antecubital fossa,763860675.0
4341,700114139,SRR047657,G_DNA_Palatine Tonsils,763840445.0
4342,700105717,SRR047658,G_DNA_Vaginal introitus,763456073.0
4344,700105691,SRR047660,G_DNA_Tongue dorsum,763456073.0
4345,700114155,SRR047661,G_DNA_Anterior nares,763840445.0
4346,700105699,SRR047662,G_DNA_Palatine Tonsils,763456073.0
4348,700105451,SRR047664,G_DNA_Mid vagina,763557224.0
4349,700103702,SRR047665,G_DNA_Anterior nares,763759525.0
4351,700114027,SRR047677,G_DNA_Buccal mucosa,763395383.0
4352,700114143,SRR047678,G_DNA_Supragingival plaque,763840445.0
4356,700105340,SRR047707,G_DNA_Tongue dorsum,516889361.0
4357,700105506,SRR047708,G_DNA_Palatine Tonsils,643185023.0
4358,700105354,SRR047709,G_DNA_Subgingival plaque,516889361.0
4359,700105496,SRR047710,G_DNA_Stool,643185023.0
4363,700105954,SRR047714,G_DNA_Supragingival plaque,658594300.0
4365,700105181,SRR047716,G_DNA_Stool,612472597.0
4370,700023954,SRR048943,G_DNA_Hard palate,763982056.0
4372,700021912,SRR049219,G_DNA_Subgingival plaque,763820215.0
4373,700037704,SRR049224,G_DNA_R_Retroauricular crease,765034022.0
4376,700033471,SRR049230,G_DNA_Throat,159470302.0
4386,700023084,SRR049326,G_DNA_Buccal mucosa,763698834.0
4390,700037848,SRR049336,G_DNA_Mid vagina,765337473.0
4391,700037830,SRR049337,G_DNA_Throat,765337473.0
4392,700038896,SRR049338,G_DNA_L_Antecubital fossa,861967750.0
4393,700037874,SRR049339,G_DNA_L_Antecubital fossa,765560005.0
4394,700038003,SRR049344,G_DNA_Subgingival plaque,765317243.0
4395,700037820,SRR049345,G_DNA_Tongue dorsum,765337473.0
4396,700037979,SRR049346,G_DNA_Vaginal introitus,765317243.0
4399,700021884,SRR049356,G_DNA_R_Antecubital fossa,763536994.0
4402,700114159,SRR049368,G_DNA_Mid vagina,763840445.0
4403,700105697,SRR049369,G_DNA_Attached/Keratinized gingiva,763456073.0
4406,700103533,SRR049382,G_DNA_Supragingival plaque,132902142.0
4407,700114939,SRR049404,G_DNA_Stool,561079058.0
4408,700103297,SRR049414,G_DNA_R_Antecubital fossa,682449369.0
4414,700113523,SRR049422,G_DNA_Subgingival plaque,763719065.0
4417,700113509,SRR049440,G_DNA_Tongue dorsum,763719065.0
4419,700113154,SRR049442,G_DNA_Anterior nares,764467579.0
4424,700105083,SRR049450,G_DNA_Supragingival plaque,178713055.0
4426,700103579,SRR049452,G_DNA_R_Retroauricular crease,863126187.0
4432,700105112,SRR049463,G_DNA_L_Antecubital fossa,256789458.0
4433,700105948,SRR049464,G_DNA_Attached/Keratinized gingiva,658594300.0
4434,700105482,SRR049465,G_DNA_R_Retroauricular crease,643185023.0
4436,700105636,SRR049467,G_DNA_R_Retroauricular crease,953045535.0
4437,700106741,SRR049469,G_DNA_Supragingival plaque,184349034.0
4438,700114539,SRR049470,G_DNA_Hard palate,275382046.0
4439,700105138,SRR049471,G_DNA_Palatine Tonsils,256789458.0
4440,700113578,SRR049472,G_DNA_Posterior fornix,764346198.0
4445,700105510,SRR049479,G_DNA_Supragingival plaque,643185023.0
4447,700103517,SRR049482,G_DNA_Saliva,132902142.0
4448,700106510,SRR049483,G_DNA_L_Antecubital fossa,553359145.0
4449,700106506,SRR049484,G_DNA_L_Retroauricular crease,553359145.0
4450,700105498,SRR049491,G_DNA_Tongue dorsum,643185023.0
4451,700103577,SRR049493,G_DNA_L_Retroauricular crease,863126187.0
4452,700105504,SRR049496,G_DNA_Attached/Keratinized gingiva,643185023.0
4453,700106968,SRR049497,G_DNA_L_Retroauricular crease,147406386.0
4455,700106567,SRR049500,G_DNA_L_Antecubital fossa,208027353.0
4456,700105142,SRR049501,G_DNA_Supragingival plaque,256789458.0
4459,700105956,SRR049507,G_DNA_Subgingival plaque,658594300.0
4460,700105122,SRR049508,G_DNA_Posterior fornix,256789458.0
4461,700105118,SRR049510,G_DNA_Vaginal introitus,256789458.0
4462,700105075,SRR049511,G_DNA_Buccal mucosa,178713055.0
4463,700106420,SRR049523,G_DNA_Hard palate,517810313.0
4464,700105177,SRR049524,G_DNA_Mid vagina,612472597.0
4465,700106593,SRR049525,G_DNA_Palatine Tonsils,208027353.0
4466,700114590,SRR049526,G_DNA_Vaginal introitus,875002022.0
4470,700114872,SRR049530,G_DNA_Stool,682102541.0
4471,700106522,SRR049531,G_DNA_Saliva,553359145.0
4472,700106589,SRR049533,G_DNA_Buccal mucosa,208027353.0
4474,700106540,SRR049536,G_DNA_Subgingival plaque,553359145.0
4475,700105914,SRR049537,G_DNA_Buccal mucosa,668248235.0
4476,700106538,SRR049538,G_DNA_Supragingival plaque,553359145.0
4477,700114834,SRR049539,G_DNA_Posterior fornix,375450439.0
4479,700114401,SRR049542,G_DNA_Palatine Tonsils,764953101.0
4480,700106964,SRR049543,G_DNA_Supragingival plaque,147406386.0
4481,700105820,SRR049544,G_DNA_Palatine Tonsils,375450439.0
4482,700103317,SRR049545,G_DNA_Attached/Keratinized gingiva,682449369.0
4483,700106418,SRR049546,G_DNA_Tongue dorsum,517810313.0
4486,700106599,SRR049549,G_DNA_Subgingival plaque,208027353.0
4488,700106948,SRR049551,G_DNA_Saliva,147406386.0
4489,700113642,SRR049552,G_DNA_L_Antecubital fossa,763536994.0
4490,700114584,SRR049553,G_DNA_L_Antecubital fossa,875002022.0
4491,700114444,SRR049554,G_DNA_L_Retroauricular crease,764042746.0
4493,700114367,SRR049557,G_DNA_Throat,765560005.0
4495,700113079,SRR049562,G_DNA_Hard palate,764872181.0
4497,700105828,SRR049566,G_DNA_Subgingival plaque,375450439.0
4498,700114359,SRR049569,G_DNA_Hard palate,765560005.0
4507,700021866,SRR043596,G_DNA_Attached/Keratinized gingiva,763536994.0
4512,700021870,SRR043601,G_DNA_Throat,763536994.0
4513,700023313,SRR043602,G_DNA_Stool,763597684.0
4520,700038714,SRR043609,G_DNA_Attached/Keratinized gingiva,763698834.0
4521,700038466,SRR043610,G_DNA_Throat,763536994.0
4522,700038460,SRR043611,G_DNA_Buccal mucosa,763536994.0
4524,700038472,SRR043613,G_DNA_Stool,763536994.0
4529,700038470,SRR043618,G_DNA_Subgingival plaque,763536994.0
4538,700038476,SRR043627,G_DNA_R_Retroauricular crease,763536994.0
4547,700038738,SRR043636,G_DNA_Posterior fornix,763698834.0
4552,700023305,SRR043641,G_DNA_Tongue dorsum,763597684.0
4555,700038468,SRR043644,G_DNA_Supragingival plaque,763536994.0
4557,700021862,SRR043646,G_DNA_Hard palate,763536994.0
4558,700023825,SRR043737,G_DNA_Saliva,763759525.0
4559,700024531,SRR043739,G_DNA_Attached/Keratinized gingiva,764002286.0
4560,700038516,SRR043740,G_DNA_Supragingival plaque,763476303.0
4562,700038506,SRR043742,G_DNA_Hard palate,763476303.0
4563,700038530,SRR043743,G_DNA_Anterior nares,763476303.0
4564,700023003,SRR043744,G_DNA_Attached/Keratinized gingiva,763516763.0
4565,700023964,SRR043745,G_DNA_Supragingival plaque,763982056.0
4566,700024533,SRR043746,G_DNA_Palatine Tonsils,764002286.0
4568,700024539,SRR043748,G_DNA_Subgingival plaque,764002286.0
4569,700023416,SRR043749,G_DNA_Supragingival plaque,763719065.0
4573,700023948,SRR043753,G_DNA_Saliva,763982056.0
4574,700023831,SRR043754,G_DNA_Hard palate,763759525.0
4575,700023833,SRR043755,G_DNA_Buccal mucosa,763759525.0
4576,700023956,SRR043756,G_DNA_Buccal mucosa,763982056.0
4578,700023404,SRR043758,G_DNA_Tongue dorsum,763719065.0
4579,700023436,SRR043759,G_DNA_Posterior fornix,763719065.0
4583,700023525,SRR043763,G_DNA_Throat,764002286.0
4585,700038566,SRR043765,G_DNA_Subgingival plaque,763880905.0
4586,700023855,SRR043766,G_DNA_Anterior nares,763759525.0
4587,700023835,SRR043767,G_DNA_Attached/Keratinized gingiva,763759525.0
4588,700023001,SRR043768,G_DNA_Buccal mucosa,763516763.0
4589,700038508,SRR043769,G_DNA_Buccal mucosa,763476303.0
4590,700023418,SRR043770,G_DNA_Subgingival plaque,763719065.0
4591,700038554,SRR043771,G_DNA_Hard palate,763880905.0
4595,700023005,SRR043775,G_DNA_Palatine Tonsils,763516763.0
4596,700023517,SRR043776,G_DNA_Hard palate,764002286.0
4597,700021856,SRR043777,G_DNA_Supragingival plaque,763536994.0
4598,700023023,SRR043785,G_DNA_Stool,763516763.0
4599,700023519,SRR043786,G_DNA_Buccal mucosa,764002286.0
4601,700023843,SRR043788,G_DNA_Subgingival plaque,763759525.0
4602,700038518,SRR043789,G_DNA_Subgingival plaque,763476303.0
4605,700038520,SRR043792,G_DNA_Stool,763476303.0
4606,700023432,SRR043793,G_DNA_Vaginal introitus,763719065.0
4607,700023007,SRR043794,G_DNA_Throat,763516763.0
4609,700038504,SRR043796,G_DNA_Tongue dorsum,763476303.0
4613,700023841,SRR043800,G_DNA_Supragingival plaque,763759525.0
4614,700038576,SRR043801,G_DNA_Anterior nares,763880905.0
4616,700023952,SRR043803,G_DNA_Tongue dorsum,763982056.0
4637,700023424,SRR043897,G_DNA_R_Retroauricular crease,763719065.0
4645,700023110,SRR043910,G_DNA_R_Antecubital fossa,763698834.0
4654,700023627,SRR043919,G_DNA_L_Antecubital fossa,763880905.0
4723,700106032,SRR043996,G_DNA_Palatine Tonsils,764184357.0
4761,700023987,SRR044104,G_DNA_Stool,764184357.0
4781,700024324,SRR044202,G_DNA_Tongue dorsum,764487809.0
4784,700024845,SRR044205,G_DNA_Posterior fornix,764366428.0
4786,700024435,SRR044207,G_DNA_Anterior nares,764224817.0
4788,700024379,SRR044209,G_DNA_Stool,764467579.0
4795,700024437,SRR044216,G_DNA_Stool,764224817.0
4797,700024721,SRR044218,G_DNA_Buccal mucosa,764508039.0
4805,700024367,SRR044241,G_DNA_Buccal mucosa,764467579.0
4807,700024173,SRR044243,G_DNA_Stool,764245047.0
4808,700024179,SRR044244,G_DNA_Palatine Tonsils,764245047.0
4810,700024723,SRR044246,G_DNA_Attached/Keratinized gingiva,764508039.0
4812,700024183,SRR044248,G_DNA_Supragingival plaque,764245047.0
4813,700024423,SRR044249,G_DNA_Attached/Keratinized gingiva,764224817.0
4814,700024330,SRR044250,G_DNA_Attached/Keratinized gingiva,764487809.0
4816,700024719,SRR044253,G_DNA_Hard palate,764508039.0
4821,700024809,SRR044258,G_DNA_Stool,764366428.0
4822,700024817,SRR044259,G_DNA_Attached/Keratinized gingiva,764366428.0
4824,700024413,SRR044261,G_DNA_Saliva,764224817.0
4825,700024320,SRR044262,G_DNA_Saliva,764487809.0
4827,700024171,SRR044264,G_DNA_Hard palate,764245047.0
4831,700024811,SRR044268,G_DNA_Tongue dorsum,764366428.0
4832,700024163,SRR044269,G_DNA_Posterior fornix,764245047.0
4833,700024332,SRR044270,G_DNA_Palatine Tonsils,764487809.0
4836,700024359,SRR044273,G_DNA_Saliva,764467579.0
4839,700024326,SRR044276,G_DNA_Hard palate,764487809.0
4840,700024427,SRR044277,G_DNA_Palatine Tonsils,764224817.0
4845,700024439,SRR044282,G_DNA_Throat,764224817.0
4848,700024336,SRR044285,G_DNA_Supragingival plaque,764487809.0
4849,700024328,SRR044286,G_DNA_Buccal mucosa,764487809.0
4853,700024843,SRR044290,G_DNA_Mid vagina,764366428.0
4855,700024373,SRR044292,G_DNA_Throat,764467579.0
4857,700024880,SRR044377,G_DNA_Mid vagina,764649650.0
4858,700038382,SRR044378,G_DNA_Supragingival plaque,764892411.0
4860,700038384,SRR044380,G_DNA_Subgingival plaque,764892411.0
4863,700038374,SRR044383,G_DNA_Buccal mucosa,764892411.0
4864,700024994,SRR044384,G_DNA_Supragingival plaque,765074482.0
4867,700024882,SRR044387,G_DNA_Posterior fornix,764649650.0
4868,700038376,SRR044388,G_DNA_Attached/Keratinized gingiva,764892411.0
4870,700037216,SRR044390,G_DNA_Throat,765013792.0
4871,700038370,SRR044391,G_DNA_Tongue dorsum,764892411.0
4872,700037236,SRR044392,G_DNA_Posterior fornix,765013792.0
4873,700037714,SRR044393,G_DNA_Mid vagina,765034022.0
4874,700037234,SRR044394,G_DNA_Mid vagina,765013792.0
4876,700024782,SRR044396,G_DNA_Palatine Tonsils,764588959.0
4878,700037202,SRR044398,G_DNA_Saliva,765013792.0
4880,700037070,SRR044400,G_DNA_Supragingival plaque,765094712.0
4881,700038366,SRR044401,G_DNA_Saliva,764892411.0
4885,700024996,SRR044405,G_DNA_Subgingival plaque,765074482.0
4887,700037060,SRR044407,G_DNA_Hard palate,765094712.0
4888,700037066,SRR044408,G_DNA_Palatine Tonsils,765094712.0
4889,700037732,SRR044409,G_DNA_Subgingival plaque,765034022.0
4890,700037206,SRR044410,G_DNA_Tongue dorsum,765013792.0
4895,700037232,SRR044415,G_DNA_Vaginal introitus,765013792.0
4896,700024727,SRR044416,G_DNA_Throat,764508039.0
4897,700037720,SRR044417,G_DNA_Hard palate,765034022.0
4899,700024986,SRR044419,G_DNA_Buccal mucosa,765074482.0
4902,700037058,SRR044422,G_DNA_Tongue dorsum,765094712.0
4904,700024998,SRR044424,G_DNA_Stool,765074482.0
4905,700024894,SRR044425,G_DNA_Attached/Keratinized gingiva,764649650.0
4906,700024774,SRR044426,G_DNA_Tongue dorsum,764588959.0
4907,700037730,SRR044427,G_DNA_Supragingival plaque,765034022.0
4908,700038386,SRR044428,G_DNA_Stool,764892411.0
4909,700024898,SRR044429,G_DNA_Throat,764649650.0
4910,700024984,SRR044430,G_DNA_Hard palate,765074482.0
4911,700037218,SRR044431,G_DNA_Supragingival plaque,765013792.0
4915,700024982,SRR044435,G_DNA_Tongue dorsum,765074482.0
4916,700024976,SRR044436,G_DNA_Anterior nares,765074482.0
4918,700024878,SRR044438,G_DNA_Vaginal introitus,764649650.0
4919,700037738,SRR044439,G_DNA_Stool,765034022.0
4922,700037220,SRR044442,G_DNA_Subgingival plaque,765013792.0
4925,700024988,SRR044445,G_DNA_Attached/Keratinized gingiva,765074482.0
4926,700037726,SRR044446,G_DNA_Palatine Tonsils,765034022.0
4927,700037054,SRR044447,G_DNA_Saliva,765094712.0
4928,700024990,SRR044448,G_DNA_Palatine Tonsils,765074482.0
4929,700037052,SRR044449,G_DNA_Anterior nares,765094712.0
4930,700038380,SRR044450,G_DNA_Throat,764892411.0
4931,700037212,SRR044451,G_DNA_Attached/Keratinized gingiva,765013792.0
4932,700114256,SRR049574,G_DNA_Buccal mucosa,663835652.0
4933,700114830,SRR049576,G_DNA_Vaginal introitus,375450439.0
4935,700114181,SRR049579,G_DNA_L_Retroauricular crease,289996019.0
4936,700106896,SRR049591,G_DNA_Subgingival plaque,764811490.0
4937,700106673,SRR049619,G_DNA_Buccal mucosa,764224817.0
4938,700114086,SRR049620,G_DNA_Supragingival plaque,764062976.0
4939,700106857,SRR049621,G_DNA_Subgingival plaque,764143897.0
4940,700106829,SRR049622,G_DNA_Anterior nares,764143897.0
4941,700114104,SRR049623,G_DNA_Posterior fornix,764062976.0
4942,700106629,SRR049624,G_DNA_Palatine Tonsils,763982056.0
4943,700105660,SRR049625,G_DNA_Palatine Tonsils,953045535.0
4946,700105610,SRR049628,G_DNA_Subgingival plaque,765074482.0
4947,700106109,SRR049629,G_DNA_Throat,737052003.0
4948,700037785,SRR049632,G_DNA_R_Antecubital fossa,765377934.0
4950,700105073,SRR049638,G_DNA_Hard palate,178713055.0
4952,700106966,SRR049640,G_DNA_Subgingival plaque,147406386.0
4954,700106683,SRR049643,G_DNA_Subgingival plaque,764224817.0
4958,700023861,SRR049819,G_DNA_Posterior fornix,763759525.0
4960,700038027,SRR049821,G_DNA_L_Antecubital fossa,763597684.0
4961,700023625,SRR049822,G_DNA_R_Retroauricular crease,763880905.0
4962,700024513,SRR049823,G_DNA_R_Retroauricular crease,764002286.0
4963,700038152,SRR049824,G_DNA_L_Antecubital fossa,763678604.0
4964,700023428,SRR049825,G_DNA_R_Antecubital fossa,763719065.0
4965,700038568,SRR049826,G_DNA_L_Retroauricular crease,763880905.0
4966,700038025,SRR049827,G_DNA_R_Retroauricular crease,763597684.0
4967,700021826,SRR049830,G_DNA_L_Retroauricular crease,763678604.0
4968,700024511,SRR049831,G_DNA_L_Retroauricular crease,764002286.0
4969,700023479,SRR049832,G_DNA_L_Retroauricular crease,763921366.0
4970,700024631,SRR049839,G_DNA_Throat,764325968.0
4971,700023912,SRR049840,G_DNA_Anterior nares,764143897.0
4972,700106054,SRR049841,G_DNA_Posterior fornix,764184357.0
4973,700023688,SRR049842,G_DNA_Supragingival plaque,764062976.0
4974,700024005,SRR049843,G_DNA_Saliva,764184357.0
4975,700023888,SRR049844,G_DNA_Hard palate,764143897.0
4976,700024019,SRR049845,G_DNA_Throat,764184357.0
4977,700023666,SRR049846,G_DNA_Vaginal introitus,764062976.0
4978,700038245,SRR049847,G_DNA_Supragingival plaque,764669880.0
4979,700038247,SRR049848,G_DNA_Subgingival plaque,764669880.0
4980,700024813,SRR049854,G_DNA_Hard palate,764366428.0
4981,700024276,SRR049855,G_DNA_Tongue dorsum,764346198.0
4982,700024284,SRR049856,G_DNA_Palatine Tonsils,764346198.0
4984,700024278,SRR049858,G_DNA_Hard palate,764346198.0
4985,700024365,SRR049859,G_DNA_Hard palate,764467579.0
4986,700024709,SRR049860,G_DNA_Anterior nares,764508039.0
4987,700024280,SRR049861,G_DNA_Buccal mucosa,764346198.0
4989,700023580,SRR049866,G_DNA_L_Retroauricular crease,763860675.0
4990,700023319,SRR049870,G_DNA_L_Retroauricular crease,763597684.0
4993,700024338,SRR049878,G_DNA_Subgingival plaque,764487809.0
4994,700037417,SRR051578,G_DNA_Attached/Keratinized gingiva,765276783.0
4995,700037147,SRR051581,G_DNA_Tongue dorsum,765195863.0
4996,700037413,SRR051589,G_DNA_Hard palate,765276783.0
4997,700038005,SRR051591,G_DNA_Stool,765317243.0
4998,700037341,SRR051576,G_DNA_Stool,765256553.0
4999,700037852,SRR051585,G_DNA_Stool,765337473.0
5000,700037064,SRR044452,G_DNA_Attached/Keratinized gingiva,765094712.0
5001,700038378,SRR044453,G_DNA_Palatine Tonsils,764892411.0
5041,700037022,SRR044493,G_DNA_L_Antecubital fossa,764710340.0
5045,700024874,SRR044497,G_DNA_R_Antecubital fossa,764649650.0
5060,700024831,SRR044512,G_DNA_L_Retroauricular crease,764366428.0
5209,700033462,SRR045064,G_DNA_Buccal mucosa,159470302.0
5210,700033175,SRR045065,G_DNA_Throat,159733294.0
5211,700016315,SRR045066,G_DNA_Saliva,159085930.0
5212,700033181,SRR045067,G_DNA_L_Retroauricular crease,159733294.0
5213,700014985,SRR045068,G_DNA_Palatine Tonsils,158822939.0
5216,700016631,SRR045071,G_DNA_Hard palate,159166850.0
5217,700014968,SRR045072,G_DNA_Saliva,158822939.0
5219,700016160,SRR045074,G_DNA_Attached/Keratinized gingiva,159146620.0
5220,700033183,SRR045075,G_DNA_R_Retroauricular crease,159733294.0
5223,700016150,SRR045078,G_DNA_Saliva,159146620.0
5224,700033459,SRR045079,G_DNA_Hard palate,159470302.0
5225,700016655,SRR045080,G_DNA_R_Retroauricular crease,159166850.0
5226,700033167,SRR045081,G_DNA_Hard palate,159733294.0
5233,700015274,SRR045088,G_DNA_Attached/Keratinized gingiva,158802708.0
5234,700033005,SRR045089,G_DNA_Buccal mucosa,159247771.0
5235,700016073,SRR045090,G_DNA_Throat,158964549.0
5236,700033465,SRR045091,G_DNA_Attached/Keratinized gingiva,159470302.0
5239,700016362,SRR045094,G_DNA_Hard palate,159005010.0
5242,700016164,SRR045097,G_DNA_Throat,159146620.0
5245,700033771,SRR045100,G_DNA_Throat,159713063.0
5246,700016071,SRR045101,G_DNA_Palatine Tonsils,158964549.0
5247,700016319,SRR045102,G_DNA_Tongue dorsum,159085930.0
5250,700016343,SRR045105,G_DNA_Anterior nares,159085930.0
5251,700016325,SRR045106,G_DNA_Attached/Keratinized gingiva,159085930.0
5252,700016634,SRR045107,G_DNA_Buccal mucosa,159166850.0
5253,700016643,SRR045108,G_DNA_Throat,159166850.0
5256,700033757,SRR045111,G_DNA_Saliva,159713063.0
5257,700016087,SRR045112,G_DNA_Anterior nares,158964549.0
5261,700016368,SRR045116,G_DNA_Palatine Tonsils,159005010.0
5267,700016097,SRR045122,G_DNA_Vaginal introitus,159005010.0
5272,700016360,SRR045127,G_DNA_Tongue dorsum,159005010.0
5274,700016364,SRR045129,G_DNA_Buccal mucosa,159005010.0
5275,700016166,SRR045130,G_DNA_Supragingival plaque,159146620.0
5279,700015647,SRR045134,G_DNA_Buccal mucosa,158924089.0
5281,700016652,SRR045136,G_DNA_L_Retroauricular crease,159166850.0
5283,700016622,SRR045138,G_DNA_Saliva,159166850.0
5284,700016372,SRR045287,G_DNA_Supragingival plaque,159005010.0
5285,700033787,SRR045288,G_DNA_Vaginal introitus,159713063.0
5286,700015633,SRR045289,G_DNA_Saliva,158924089.0
5287,700016333,SRR045290,G_DNA_Subgingival plaque,159085930.0
5288,700033791,SRR045291,G_DNA_Posterior fornix,159713063.0
5295,700016168,SRR045299,G_DNA_Subgingival plaque,159146620.0
5300,700015407,SRR045304,G_DNA_Stool,158924089.0
5302,700033193,SRR045306,G_DNA_Mid vagina,159733294.0
5303,700033495,SRR045307,G_DNA_Vaginal introitus,159470302.0
5304,700033161,SRR045308,G_DNA_Saliva,159733294.0
5306,700016063,SRR045310,G_DNA_Tongue dorsum,158964549.0
5307,700015993,SRR045311,G_DNA_Saliva,159247771.0
5309,700033195,SRR045313,G_DNA_Posterior fornix,159733294.0
5311,700016077,SRR045315,G_DNA_Subgingival plaque,158964549.0
5312,700016628,SRR045316,G_DNA_Tongue dorsum,159166850.0
5313,700033789,SRR045317,G_DNA_Mid vagina,159713063.0
5316,700033498,SRR045320,G_DNA_Mid vagina,159470302.0
5318,700016331,SRR045322,G_DNA_Supragingival plaque,159085930.0
5320,700016366,SRR045324,G_DNA_Attached/Keratinized gingiva,159005010.0
5321,700033769,SRR045325,G_DNA_Palatine Tonsils,159713063.0
5322,700016059,SRR045326,G_DNA_Saliva,158964549.0
5324,700015277,SRR045329,G_DNA_Palatine Tonsils,158802708.0
5326,700016154,SRR045331,G_DNA_Tongue dorsum,159146620.0
5328,700014956,SRR045333,G_DNA_Stool,158822939.0
5329,700033173,SRR045334,G_DNA_Palatine Tonsils,159733294.0
5332,700016356,SRR045337,G_DNA_Saliva,159005010.0
5333,700016099,SRR045338,G_DNA_Mid vagina,159005010.0
5334,700033164,SRR045339,G_DNA_Tongue dorsum,159733294.0
5337,700033011,SRR045342,G_DNA_Palatine Tonsils,159247771.0
5338,700015260,SRR045343,G_DNA_Saliva,158802708.0
5341,700014982,SRR045346,G_DNA_Attached/Keratinized gingiva,158822939.0
5348,700015286,SRR045353,G_DNA_Subgingival plaque,158802708.0
5366,700021876,SRR045506,G_DNA_Stool,763536994.0
5371,700038710,SRR045511,G_DNA_Hard palate,763698834.0
5413,700023566,SRR045669,G_DNA_Buccal mucosa,763860675.0
5415,700023804,SRR045671,G_DNA_Posterior fornix,763901136.0
5416,700023257,SRR045672,G_DNA_Supragingival plaque,763840445.0
5418,700021910,SRR045674,G_DNA_Supragingival plaque,763820215.0
5419,700024050,SRR045675,G_DNA_Tongue dorsum,764042746.0
5421,700024078,SRR045677,G_DNA_Mid vagina,764042746.0
5422,700023800,SRR045678,G_DNA_Vaginal introitus,763901136.0
5423,700023786,SRR045679,G_DNA_Subgingival plaque,763901136.0
5424,700023465,SRR045680,G_DNA_Buccal mucosa,763921366.0
5425,700023253,SRR045681,G_DNA_Attached/Keratinized gingiva,763840445.0
5427,700024064,SRR045683,G_DNA_Subgingival plaque,764042746.0
5428,700023457,SRR045684,G_DNA_Saliva,763921366.0
5429,700023463,SRR045685,G_DNA_Hard palate,763921366.0
5432,700024044,SRR045688,G_DNA_Stool,764042746.0
5434,700023473,SRR045690,G_DNA_Supragingival plaque,763921366.0
5435,700024058,SRR045691,G_DNA_Palatine Tonsils,764042746.0
5436,700021687,SRR045692,G_DNA_Tongue dorsum,763820215.0
5438,700023772,SRR045694,G_DNA_Tongue dorsum,763901136.0
5439,700021928,SRR045695,G_DNA_Vaginal introitus,763820215.0
5440,700024052,SRR045696,G_DNA_Hard palate,764042746.0
5441,700023210,SRR045697,G_DNA_Saliva,763638144.0
5442,700023784,SRR045698,G_DNA_Supragingival plaque,763901136.0
5444,700023487,SRR045700,G_DNA_Anterior nares,763921366.0
5445,700023489,SRR045701,G_DNA_Vaginal introitus,763921366.0
5446,700023576,SRR045702,G_DNA_Subgingival plaque,763860675.0
5447,700023802,SRR045703,G_DNA_Mid vagina,763901136.0
5448,700023220,SRR045704,G_DNA_Attached/Keratinized gingiva,763638144.0
5450,700023204,SRR045706,G_DNA_Posterior fornix,763638144.0
5451,700023475,SRR045707,G_DNA_Subgingival plaque,763921366.0
5452,700023218,SRR045708,G_DNA_Buccal mucosa,763638144.0
5453,700023578,SRR045709,G_DNA_Stool,763860675.0
5454,700023249,SRR045710,G_DNA_Hard palate,763840445.0
5455,700023774,SRR045711,G_DNA_Hard palate,763901136.0
5457,700023461,SRR045713,G_DNA_Tongue dorsum,763921366.0
